,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,name,description
33,33.0,33.0,33.0,33.0,33.0,15.0,,5795054,Vipul Greens,
34,34.0,34.0,34.0,34.0,34.0,16.0,,5688017,Signature Global City 79B,"Looking for the perfect home with Vastu compliance, luxury livings, and conveniences that allow you to enjoy a prime location in the heart of Gurgaon.This exquisitely designed builder floor offers it all! Located in the well-maintained Signature Global City 79B, built by a reputed builder, this semi-furnished house is spread over an area of 1525 Sq.Ft. It boasts a garden view facing and is perfect for those seeking a calming breeze. Step into this impeccable 3.5 BHK Flats and feel right at home. With 4 bathrooms, the home is perfect for larger families or entertaining guests. Relax and rejuvenate in forward-thinking pleasures such as Central AC and Central Wi-Fi connections. A fully equipped clubhouse, gymnasium, swimming pool,kids play areas, as well as an indoor games center, make it easy for residents to also entertain guests or maintain a healthy lifestyle. Conduct business within a quick elevator ride to the conference rooms or grab some alone time for bookkeeping fears in one of the homes duly demarcated study rooms. Enjoy unimaginable features such as child and pet areas on one hand, pre-schools, medical facilities, and cleaning services offered in one Swipe.io marketplace and home automation consolidating shades, lighting, and temperature in control. Take a relaxing break on the balcony or terrace.This builder floor possesses 24/7 replenishing and operational Power backup as well as top-tier round the hour multilayer, foolproof, international credentials bearing CCTV security as well as security patrols safeguarding beyond exclusive access areas ensuring absolute grandeur for the whole family! Unwind and enjoy beautiful water views or entertain guests! Don’t settle for less than luxurious comfort and holistic living in the most prime locations across Gurgaon."
35,35.0,35.0,35.0,35.0,35.0,17.0,,5672175,M3M Capital,
36,36.0,36.0,36.0,36.0,36.0,18.0,,5590755,Paras Dews,"This prime, luxury Flats is up for sale in the safe and secure locality of Sector 106, Gurgaon.The apartment is situated in a gated society, offering 24 x 7 security for a worry-free lifestyle. It offers a scintillating garden view and is located in a prime location. The Paras Dews project is just 2-4 years old and has been well-maintained, elevating the value of this beautiful semi-furnished property. The apartment is thoughtfully designed with three bedrooms and bathrooms for utmost comfort. The apartment spans an area of 1760 square feet, making it ideal for families looking for ample space. It also has an inviting gymnasium and swimming pool for an active lifestyle, along with tennis and badminton courts. If you're looking for a property to maintain a healthy work-life balance, the jogger/cycle track offers priceless space to spend some rejuvenating moments. The green tag attached to this project, is a big attraction for those who are environment conscious and like serene settings. Additionally, this property comes with one parking space.We at Square Yards, recommend this apartment for those who wish to focus on their wellness goals."
37,37.0,37.0,37.0,37.0,37.0,19.0,,5806134,Emaar Palm Hills,"Welcome to this spacious 4 BHK Flats located in the prime location of Sector 77, Gurgaon.This well-maintained property is situated in a peaceful vicinity, providing a tranquil and serene environment for its residents. The apartment offers a stunning park view from the balcony, allowing you to relax and enjoy the greenery.Spread across a sprawling area of 1950 square feet, this apartment provides ample space for you to create your dream home. The wide roads surrounding the property ensure easy accessibility and add to the overall appeal of this place. With a total of 7 floors and being on the 7th floor, you can enjoy breathtaking views of the surroundings.The apartment is part of the prestigious Emaar Palm Hills project, known for its high rental yield and excellent amenities. The project offers a range of amenities such as a gymnasium, swimming pool, badminton courts, kids play areas, jogging/cycle track, power backup, and 24x7 security. These amenities ensure a comfortable lifestyle for you and your family.This unfurnished apartment allows you the freedom to design and furnish the space according to your personal taste and preferences. With 4 bedrooms and 4 bathrooms, this home has enough room to accommodate a large family. The property also comes with 2 dedicated parking spaces so that you never have to worry about finding a parking spot.With a price of 1.7 crore, this apartment presents an excellent investment opportunity in one of the most sought-after locations in Gurgaon.The project age being 5-7 years ensures a well-established community with well-maintained common areas.Dont miss out on this chance to own a beautiful apartment in a prime location."
38,38.0,38.0,38.0,38.0,38.0,20.0,,5753702,Sector 63a,"Looking for a safe and secure locality for your family in Gurgaon.Look no further! This builder floor in Sector 63A is the perfect choice for you. With a breakthrough price of 2 crore, this property offers incredible value for money. Built by a reputed builder, Laburnum Developer, this semi-furnished builder floor is spread across an area of 1700 square feet. The first floor unit offers a mesmerizing garden view, allowing you to connect with nature right from your living room.The property comes with a host of amenities to enrich your lifestyle. Stay fit with the swimming pool and badminton court, or enjoy uninterrupted power supply with the power backup. The central AC ensures a comfortable environment throughout the year. The attached market makes it convenient for your day-to-day shopping needs. Safety is not a concern with 24x7 security and CCTV surveillance.The property itself features a balcony, high-speed elevators, a day care center, and a pet area. The large green area provides a serene environment for you to relax. Additional facilities include a concierge desk, a helipad, visitors parking, high street retail, and a hypermarket. The builder floor boasts 3.5 bedrooms and 3 bathrooms, making it spacious enough for a growing family. The property age is just 0-1 years, ensuring that everything is in pristine condition. Parking is not an issue with 3 designated parking spots for your vehicles. The floor is also equipped with a unique feature of a study room, making it ideal for professionals who work from home. Built-in wardrobes offer ample storage space, while service elevators add convenience to your daily life. For your childrens entertainment, there is a dedicated kids play area. The property also provides the necessary security staff to ensure the safety of all residents. Location-wise, this builder floor is ideally situated near the City Center, giving you easy access to all the major amenities Gurgaon has to offer.With all these features and more, this builder floor is the perfect abode for your family."
39,39.0,39.0,39.0,39.0,39.0,21.0,,5804869,Ambience Island Lagoon,
40,40.0,40.0,40.0,40.0,0.0,,,5777931,Godrej Meridien,
41,41.0,41.0,41.0,41.0,1.0,,,5793289,Godrej Aria,"Introducing a luxurious 3 BHK Flats in one of Gurgaons most sought-after sectors, Sector 79.This apartment listed for sale is located in the prestigious Godrej Aria project, offering a prime location with a park view. Built with the finest craftsmanship and attention to detail, this semi-furnished apartment is perfect for those seeking a luxury lifestyle. The apartment spans across an area of 1625 Square Feet, providing ample space for comfortable living.Step into a home that exudes elegance and offers a freehold ownership, giving you complete peace of mind. The apartment is situated in a gated society, ensuring a safe and secure living environment for you and your loved ones. With 24 x 7 security, CCTV surveillance, and security staff, your safety is our utmost priority.Experience unmatched amenities right at your doorstep. Take a dip in the swimming pool, indulge in a friendly game of tennis at the tennis court, or let your little ones enjoy the designated kids play areas. With a central AC system and power backup, you can enjoy a comfortable living experience at all times.The apartment features a spacious balcony, allowing you to unwind and enjoy the view. It also includes a pre-school and day care center within the premises, making it convenient for working parents. Youll also find a designated pet area for your furry friends to roam freely.Additionally, the property offers high-end retail options, ATMs, and a restaurant to cater to all your daily needs. The convenience of having a servant quarter, built-in wardrobes, and service elevators adds to the overall comfort and functionality of the apartment.Rest assured, maintenance staff is available to provide assistance whenever needed, along with cleaning services to keep your home spick and span. With dedicated parking space for two vehicles, visitors parking, and a well-trained security team, convenience is at your fingertips.This 3 BHK apartment on the 5th floor is a haven of tranquility. It offers a park view, ensuring you have a serene environment to unwind and relax.With a total floor count of 0, the balcony welcomes ample natural light, creating a fresh and vibrant living space.Dont miss this opportunity to own a luxurious apartment in Gurgaons prime location, Sector 79."
42,42.0,42.0,42.0,42.0,2.0,,,5810535,Sahara Grace Gurgaon,
43,43.0,43.0,43.0,43.0,3.0,,,5810611,M3M Sky City,
44,44.0,44.0,44.0,44.0,4.0,,,5806461,Whiteland The Aspen,
45,45.0,45.0,45.0,45.0,5.0,,,5779522,Orchid Petals,"Discover this spacious and fully renovated 3BHK Flats nestled in the prime location of Sector 49, Gurgaon.Situated in a safe and secure locality, this property guarantees a peaceful and family-friendly environment. Offering a quick deal at a competitive price of 2.04 Crores, this apartment spans 1805 Square Feet of living space and boasts a stunning garden view. The Orchid Petals project provides an array of amenities that are sure to meet your needs and enhance your lifestyle. Enjoy access to a well-equipped gymnasium, a refreshing swimming pool, and several amenities like badminton courts, kids play areas, jogging and cycle tracks, and a power backup facility. Additionally, 24 x 7 security is in place to ensure your safety. The semi-furnished apartment features 3 spacious bedrooms, each with its own ensuite bathroom, providing ultimate comfort and convenience. With a dedicated parking spot available, you dont have to worry about finding parking for your vehicle. Designed to accommodate contemporary living, the apartment is part of a 14-floor building. This apartment is located on the 4th floor, offering an unobstructed view of the surrounding greenery and giving you a sense of tranquility. Living in Orchid Petals, youll have access to a clubhouse, day care center, indoor games facilities, and a large green area, allowing you to indulge in various recreational activities. Moreover, the inclusion of a helipad and a golf course adds to the luxurious lifestyle on offer. Choose this apartment to embark on a new journey within a vibrant community that prioritizes your well-being and offers convenience at every step.Dont miss this opportunity for a quick deal in a sought-after location."
46,46.0,46.0,46.0,46.0,6.0,,,5807376,Experion Windchants,
47,47.0,47.0,47.0,47.0,7.0,,,5809671,ATS Marigold,
48,48.0,48.0,48.0,48.0,8.0,,,5794742,Godrej Oasis,
49,49.0,49.0,49.0,49.0,9.0,,,5794766,DLF The Wellington Estate,"Welcome to your dream home in DLF Phase V, Gurgaon.This beautifully designed 3-bedroom Flats is available for sale in the prestigious DLF The Wellington Estate. Located in a gated community, this Vastu compliant apartment offers a perfect blend of modern living and serene surroundings.Spanning across an area of 1376 square feet, this spacious apartment provides ample living space for you and your loved ones. The apartment boasts a park view, allowing you to enjoy the serene beauty of nature from the comfort of your own home.The well-ventilated rooms in this semi-furnished apartment ensure a refreshing and airy atmosphere. The living area is thoughtfully designed to create a warm and welcoming ambiance for you and your guests. The property age is more than 10 years, adding to its appeal and reliability.This apartment comes with a dedicated parking space, ensuring convenience and safety for your vehicle. Additionally, the gated society offers ample parking for your guests.The Wellington Estate offers a wide range of amenities for a comfortable and luxurious lifestyle. Stay fit and active with the gymnasium and swimming pool. Enjoy a game of badminton with friends and family. Let your little ones have a fun-filled time at the kids play areas. Explore the jogging/cycle track for your daily exercise routine. There is also power backup, 24x7 security, and a clubhouse for your entertainment needs.Other essential amenities include service elevators, satellite/cable TV, intercom, security staff, CCTV security, laundry facilities, and facilities for the disabled. Every aspect of your comfort and convenience has been taken care of at The Wellington Estate.Priced at 2.29 Crore, this apartment offers an excellent opportunity to invest in a luxurious and well-connected property in DLF Phase V, Gurgaon.Dont miss out on the chance to make this your new home."
50,50.0,50.0,50.0,50.0,10.0,,,5810095,Mapsko Royale Ville,"Breaking new grounds with an unprecedented price, this spacious and tastefully designed 3 BHK Flats in Sector 82, Gurgaon, is truly a remarkable find.Built by a reputed builder, the Breakthrough Price of 1.08 Cr is sure to catch the eye of any homebuyer seeking a perfect family home.This apartment boasts a generous living area of 1790 square feet and offers mesmerizing views of the garden. The impressive facade is indicative of the high-quality construction and elegant architecture found within.Step inside and prepare to be wowed by the striking interiors, featuring flawless finishes and attention to detail. The living room is spacious and filled with natural light, creating a bright and welcoming ambiance for those cozy family moments.The apartment comes semi-furnished, allowing ample room for personalization and adding your unique touch to the space. With 3 well-appointed bedrooms, each with their own en-suite bathrooms, everyone in the family will have their own personal retreat.The cherry on top is the luxurious amenities this building offers. From a fully-equipped gymnasium to a refreshing swimming pool, you will never run out of reasons to stay fit and active. Badminton, tennis, squash courts, and jogging tracks will cater to your competitive spirit. The kids will have their own play areas, ensuring they never have a dull moment.24 x 7 security, power backup, and high-speed elevators ensure convenience and peace of mind. For added convenience, a variety of facilities are available, including an attached market, restaurant, and even a pre-school, medical facility, and day care center on-site. The pet area is a testament to the thoughtfulness put into this residential haven.Indoor games, a large green area, and visitors parking add to the appeal of the property.To top it off, the presence of high street retail outlets ensures that all your daily needs are easily fulfilled.Situated on the 8th floor of a 25-floor building, this apartment offers panoramic views of the serene surroundings and is perfectly aligned to welcome ample natural light.With its serene setting in a family-friendly locality, access to reputable schools in the vicinity, and a breakthrough price, this apartment in Sector 82, Gurgaon, promises an unparalleled lifestyle and is an opportunity not to be missed."
51,51.0,51.0,51.0,51.0,11.0,,,5815406,Emaar Palm Hills,"Discover the perfect home tailored to your needs at Emaar Palm Hills, located in the prime sector 77 of Gurgaon.This beautifully designed, semi-furnished Flats offers 3 spacious bedrooms and 3 modern bathrooms, providing ample space for a comfortable family living.With a built-up area of 1450 square feet, this affordable apartment is ideal for a growing family looking for a cozy and convenient space. The apartment is strategically situated near the City Center, ensuring easy access to all essential amenities and services. The renowned builder, Emaar, has crafted this residential masterpiece, guaranteeing top-notch quality and design.Step into the elegant living room of the apartment, where natural light floods in through large windows, creating a warm and welcoming atmosphere. The well-designed kitchen is perfect for whipping up delicious meals, with ample storage space and a modern layout. The bedrooms are spacious and offer peaceful retreats after a long day, with the master bedroom boasting an en-suite bathroom for ultimate privacy and convenience.Aside from the comfortable living spaces, Emaar Palm Hills offers an abundance of luxurious amenities to enhance your lifestyle. Stay active and fit in the state-of-the-art gymnasium, take a refreshing swim in the sparkling swimming pool, or challenge your friends to a game of badminton on the court. Children can also enjoy their own dedicated play areas, ensuring endless fun and entertainment. The apartment is situated on the 7th floor of a prestigious building, encompassing a total of 20 floors. With 24 x 7 security and power backup, your safety and comfort are guaranteed at all times. Additionally, a well-maintained clubhouse is available for residents to socialize and unwind.Dont miss out on this amazing opportunity to own a beautiful home in a prime location. Priced at 1.5 crore, this apartment offers incredible value for money.Make this affordable, family-friendly apartment your dream home and experience a fulfilling lifestyle at Emaar Palm Hills."
52,52.0,52.0,52.0,52.0,12.0,,,5803180,Signature Solera Apartment,"Welcome to the peaceful vicinity of Sector 107, Gurgaon, where affordable living awaits you.Presenting the Signature Solera Flats, a well-maintained property built with precision by a reputed builder, offering a comfortable family-oriented lifestyle.This 2-bedroom, 2-bathroom Flats is a perfect home for those seeking tranquility and convenience. Spread across an area of 548 square feet, this unfurnished gem is designed for a modern and comfortable living experience. The apartment is located on the 7th floor of a 14-storey building, offering beautiful views of the park.Featuring a park view, this property offers an attractive and scenic setting. The apartment is adorned with tiles and equipped with amenities like a badminton court, kids play areas, a jogging/cycle track, 24x7 security, and a clubhouse. It also boasts a walk-in closet, waste disposal system, service elevators, and facilities specifically designed for the disabled.Rest assured, the security staff and CCTV surveillance provide round-the-clock safety for you and your loved ones. There is a dedicated parking space for your convenience.Ideally suited for families, this apartment in Sector 107, Gurgaon, offers a harmonious blend of comfort and convenience. With a price of 29 Lac, this affordable gem is truly value for money.Do not miss out on this opportunity to live in a well-maintained development crafted by a renowned builder.Give yourself the peace and tranquility you and your family deserve."
53,53.0,53.0,53.0,53.0,13.0,,,5807897,Godrej 101,
54,54.0,54.0,54.0,54.0,14.0,,,5791934,Silani Chowk,"Welcome to Silani Chowk, a prime location in Gurgaon that offers you the perfect opportunity to build your dream home or start a new investment venture.Situated at the heart of the city, this plot offers breakthrough price and a host of amenities that make it an excellent choice for families and investors alike.One of the key highlights of this plot is its ideal location. Silani Chowk is well-connected to major parts of Gurgaon, ensuring easy accessibility to schools, hospitals, and other essential facilities. This makes it an attractive option for families looking for convenience and a quality lifestyle.With an area of 57 square yards, this plot provides ample space to design and construct your dream home. The plot is well-ventilated, allowing for ample natural light and fresh air. This ensures a healthy and comfortable living environment for you and your family.In addition to its prime location and spacious design, this plot also offers a range of amenities that cater to modern lifestyles. You will have access to kids play areas, an attached market for all your shopping needs, a pre-school for your childrens education, a medical facility, and a day-care center to ease the concerns of busy parents.For those with furry friends, there is a dedicated pet area where your pets can roam freely and enjoy the outdoors. Visitors parking, ATMs, and a food court are also conveniently available within the vicinity.Moreover, this plot offers an exclusive study room for uninterrupted work or focus, a private pool and gym for your fitness needs, and a stunning view of the local landmarks for you to enjoy.All of these amenities combined with the well-developed infrastructure of Silani Chowk make this plot a truly desirable investment opportunity. And with a price of just 5.13 Lac INR, it presents itself as an affordable and worthwhile option.Dont miss out on this opportunity to acquire a prime plot in Silani Chowk.Whether you are looking to build a family home or looking for a profitable investment, this location offers everything you need and more."
55,55.0,55.0,55.0,55.0,15.0,,,5795068,DLF New Town Heights I,
56,56.0,56.0,56.0,56.0,16.0,,,5726306,Signature Global The Roselia,"Welcome to this beautifully furnished 2 BHK Flats located in the prime location of Sector 95A, Gurgaon.This apartment is part of the esteemed Signature Global The Roselia project and is available for sale. The apartment is situated in a gated society, ensuring a safe and secure locality for a peaceful living experience.Spanning across an area of 569 square feet, this apartment offers ample living space for small families. The apartment is facing the serene garden view, allowing you to enjoy the beauty of nature while relaxing at home.Priced at 38 Lac, this apartment provides an affordable option for buyers looking for a comfortable and stylish living space. The apartment is fully furnished, assuring convenience and ease of moving-in for the new owners.In terms of amenities, residents of this apartment will have access to a range of facilities that promote a healthy and active lifestyle. These include a gymnasium, swimming pool, badminton courts, tennis courts, kids play areas, and a jogging/cycle track. There is also a power backup, ensuring uninterrupted electricity supply, and 24 x 7 security to ensure your safety at all times. For social gatherings and entertainment purposes, a clubhouse is also available within the society.The apartment is located on the 6th floor of a total of 14 floors, providing a scenic view of the surroundings. With 1 dedicated parking space, you dont have to worry about finding parking for your vehicle.With an age of 2-4 years, this apartment is well-maintained and move-in ready. It offers a comfortable and convenient living experience, making it an ideal choice for families or individuals looking for a home to settle down in the bustling city of Gurgaon.Dont miss the opportunity to make this beautiful and affordable apartment your own.Contact us now for more information or to schedule a visit."
57,57.0,57.0,57.0,57.0,17.0,,,5709482,Conscient Heritage Max,"Introducing a luxurious 3.5 BHK Flats for sale in the prestigious Conscient Heritage Max project, located in Sector 102, Gurgaon.This semi-furnished apartment offers a spacious living area of 2149 square feet, perfect for those looking for a comfortable yet opulent lifestyle.The apartment features a beautiful garden view, which provides a soothing and refreshing ambiance. The well-designed layout of the apartment ensures ample natural light and cross ventilation throughout the day, creating a pleasant and healthy living environment.Step inside this magnificent abode, and you will be greeted by a spacious living area that seamlessly blends with the dining space, creating an ideal setting for entertaining guests or spending quality time with your loved ones. The sleek and modern interiors complement the overall sophisticated design of the apartment.The apartment boasts a well-equipped kitchen that is sure to delight any aspiring chef. The semi-furnished unit also includes 3 well-appointed bedrooms, furnished with ample storage space, where you can unwind and relax after a long day. Additionally, there are 3 lavish bathrooms and a parking space to cater to your convenience.Residing in this breathtaking apartment grants you access to a wide range of extravagant amenities, such as a gymnasium, swimming pool, badminton courts, tennis courts, squash court, kids play areas, jogging/cycle track, power backup, 24x7 security, and a clubhouse. These amenities have been thoughtfully provided to ensure that your every need and desire is taken care of.With a central location in Sector 102, Gurgaon, this apartment offers easy access to schools, hospitals, shopping centers, and entertainment hubs, providing a convenient lifestyle for you and your family.All of this can be yours at an incredible price of 2.1 crore. Dont miss out on the chance to own this luxurious apartment in the sought-after location of Sector 102, Gurgaon.Experience unparalleled comfort, style, and convenience right at your doorstep."
58,58.0,58.0,58.0,58.0,18.0,,,5761670,Paras Dews,"Are you looking for a well-ventilated Flats that offers a luxury lifestyle.Look no further as we present to you a fantastic investment opportunity in Sector 106, Gurgaon. This spacious and peaceful apartment is perfect for families looking for a serene living experience.Situated in the prestigious Paras Dews project, this semi-furnished apartment offers an area of 1760 square feet. The apartment boasts 3 bedrooms and 4 bathrooms, ensuring ample space for you and your loved ones. The well-designed floor plan offers a comfortable and functional living space.One of the highlights of this apartment is the mesmerizing road view, allowing you to enjoy the beauty of the surroundings from the comfort of your own home. The apartment is located on the 10th floor of a 22-floor building, offering a breathtaking view and a sense of privacy.The amenities provided by this project are truly exceptional. Residents can take advantage of the gymnasium, swimming pool, badminton and tennis courts, kids play areas, jogging and cycle track, and much more. There is a power backup and 24x7 security for your convenience and safety. The clubhouse is perfect for social gatherings, and the balcony offers a peaceful retreat. High-speed elevators ensure quick and convenient access to your apartment.In terms of location, Sector 106 is renowned for its peaceful vicinity. The area is well-connected to other parts of Gurgaon and offers easy access to prime locations in the city. With proximity to schools, medical facilities, and a pre-school within the project, your daily needs will be easily taken care of. There is even a designated pet area for all the pet lovers out there.The price of this luxurious apartment is 1.37 crore, making it a valuable investment opportunity.With its prime location, array of amenities, and spacious living space, this apartment offers a truly fulfilling and comfortable lifestyle."
59,59.0,59.0,59.0,59.0,19.0,,,5811876,Whiteland The Aspen,"Introducing a luxurious Flats in Sector 76, Gurgaon, at the prestigious project called Whiteland The Aspen.Situated near the City Center and alongside a wide road, this property offers easy accessibility to various amenities and facilities. Built by a reputed developer, this freehold apartment is located within a gated society, ensuring security and a comfortable living environment. Spread across 2975 square feet, this spacious apartment offers a breathtaking view of the garden. The semi-furnished property features 3 bedrooms, making it ideal for a medium or large-sized family. The 3 bathrooms are designed with modern fixtures and fittings, providing convenience and style. The apartment is located on the 29th floor, offering a stunning panorama of the surroundings. With a total of 29 floors in the building, privacy and exclusivity are paramount here. The amenities provided in this society will appease your lifestyle requirements and add to your refurbished way of living. The complex offers a well-equipped gymnasium, a sparkling swimming pool, badminton and tennis courts for the sports enthusiasts, and kids play areas for your little ones to have a fun-filled time. With the provision of power backup and 24 x 7 security, you can enjoy a hassle-free and secure living experience.Additionally, the clubhouse provides a space for community interactions and recreations. The apartment also boasts a balcony, where you can relax and enjoy the beauty of the surroundings. For your beloved furry companions, there is a dedicated pet area within the complex.The project is well-maintained and offers a variety of indoor games and entertainment options. The residents can socialize and unwind in the lush green areas, or explore the nearby golf course for a leisurely day out.Whiteland The Aspen is also conveniently located near a multiplex, allowing you to enjoy the latest movies without any hassle. With uninterrupted electricity backup and the use of quality tiles, this apartment is built to cater to your comfortable and luxurious living standards.With all these amenities and features, and being in close proximity to the City Center, this apartment is an ideal option for those who value convenience, security, and a premium lifestyle.Secure 2 parking spaces for your vehicles within the premises, further adding to the ease and comfort brought to you by this property.Dont miss this opportunity to own a luxurious apartment in this prime location! Contact us now for more details or to schedule a visit."
60,60.0,60.0,60.0,0.0,,,,5752268,Signature Global Synera,"Introducing a beautiful and affordable 2 BHK Flats for sale in the prestigious gated society of Sector 81, Gurgaon.This well-maintained property in Signature Global Synera is located in a safe and secure locality, making it an ideal choice for families.The apartment offers a spacious area of 735 Square Feet, overlooking a park view. The semi-furnished unit boasts of 2 well-appointed bedrooms and 2 modern bathrooms. It also comes with a designated covered parking space.Enjoy a comfortable and convenient living experience with a wide range of amenities available within the society. Stay fit and active with facilities like a gymnasium, swimming pool, tennis court, and badminton court. Let your children have a fun-filled time at the kids play areas, while you indulge in a refreshing jog or cycling session on the dedicated track. Power backup and round-the-clock security ensure your peace of mind, while the clubhouse adds to the overall lifestyle experience.This property, a part of a project by Signature Global Synera, is 2-4 years old and is situated on the 6th floor of a 19-floor building. The apartment also comes with a modest price of 43 Lakh.With its affordable price, well-maintained condition, and attractive amenities, this apartment is perfect for those looking for a comfortable and tranquil living space in Gurgaon.Dont miss out on this opportunity to own a dream home in a prime location."
61,61.0,61.0,61.0,1.0,,,,5789864,DLF Ultima Phase II,"Looking for a luxury Flats in the heart of Gurgaon.Look no further! We are delighted to present this exquisite apartment in Sector 81. With its breakthrough price, gated society, and array of amenities, it offers a truly luxurious lifestyle.Spread across 2132 square feet, this semi-furnished apartment is located on a higher floor, giving you a spectacular view of the park from every room. The apartment boasts 3 spacious bedrooms and 4 bathrooms, making it perfect for families of all sizes. You will also benefit from ample parking space with 2 parking spots.The DLF Ultima Phase II project is known for its top-class amenities, ensuring that you have everything you need right at your doorstep. From a fully-equipped gymnasium and a refreshing swimming pool to tennis and badminton courts for sports enthusiasts, this society has it all. The kids will also have their very own play areas, and there is a jogging and cycle track for fitness enthusiasts. Additionally, you can always count on uninterrupted power backup and 24x7 security for your peace of mind.One of the key highlights of this property is its location. With top schools in the vicinity, you can ensure your children receive the best education without having to travel far. The surrounding neighborhood is vibrant and packed with all the essentials, from shopping centers to restaurants and entertainment options.Priced at 2.1 crore, this apartment is an excellent investment opportunity.Dont miss out on the chance to experience a truly luxurious lifestyle in Gurgaon."
62,62.0,62.0,62.0,2.0,,,,5792140,Ramprastha City The Atrium,"Introducing a luxurious and well-maintained Flats in the heart of Gurgaons Sector 37D.This beautiful apartment is located in the prestigious Ramprastha City The Atrium project, offering a breakthrough price for an upscale lifestyle. Spread over 1285 square feet of well-ventilated living space, this spacious apartment boasts 3 bedrooms and 3 bathrooms. The semi-furnished interiors are designed to perfection, ensuring a luxurious and comfortable living experience for you and your family. The apartment offers a panoramic garden view, allowing you to enjoy the serene surroundings from the comfort of your living room or balcony. Whether youre a fitness enthusiast or enjoy recreational activities, the array of amenities in this residential complex will exceed your expectations. Maintain a healthy and active lifestyle with access to a gymnasium, swimming pool, badminton courts, tennis courts, and squash courts. Engage in indoor games, jog or cycle in the dedicated track, and relax in the clubhouse. Your little ones can have a fun-filled time in the kids play areas, and you can rest easy knowing there is round-the-clock security and power backup. Convenience is a top priority at The Atrium, with facilities such as a pre-school, medical facility, day care center, and ATM within the complex. The building is equipped with double-glazed windows, central heating, service elevators, and a 24-hour concierge. Situated in a safe and secure locality, this apartment offers a great choice for families or individuals looking for a home that ticks all the boxes. The apartment is on the 10th floor of a well-maintained tower, providing a serene escape from the hustle and bustle of the city. Priced at 76.5 Lakh, this apartment is a steal considering its size, location, and amenities.Dont miss out on this opportunity of owning your dream home in Gurgaon."
63,63.0,63.0,63.0,3.0,,,,5812214,Ansal Esencia,"Looking for a spacious and convenient builder floor in Gurgaon.Look no further! We have the perfect property for you in the prime location of Ansal Esencia. This beautiful builder floor offers breakthrough pricing at just 1.85 Cr and is sure to exceed all your expectations.With a vastu compliant design, this semi-furnished builder floor covers an area of 2200 square feet, giving you plenty of room to live and thrive. Situated in a locality that boasts excellent schools in its vicinity, this property is ideal for families.The builder floor is situated on the 3rd floor, providing a stunning park view from its balconies. It features spacious 4 bedrooms and 4 bathrooms, along with a stylishly designed kitchen. Additionally, the floor comes with built-in wardrobes, walk-in closets, and a study room – ensuring ample storage space.This property also offers a range of amenities that will enhance your lifestyle. Our facilities include a gymnasium, swimming pool, kids play areas, jogging / cycle track, and power backup. You can also take advantage of our clubhouse, pre-school, day care center, pet area, and golf course. Moreover, amenities such as a multiplex, visitors parking, high street retail, ATMs, food court, and servant quarters make this property nothing short of extraordinary.Your safety is of utmost importance to us, which is why we provide round-the-clock security services and CCTV surveillance. We also offer maintenance staff, laundry facilities, cleaning services, and a 24-hour concierge service.With intercom connectivity and electricity backup, you can rest assured knowing your needs are met.Dont miss out on this opportunity to own a builder floor with all these incredible features."
64,64.0,64.0,64.0,4.0,,,,5789340,Adani M2K Oyster Grande,"Experience luxury and comfort in this spacious 3 BHK Flats for sale in sector 102, Gurgaon.Situated in a safe and secure locality, this apartment in the prestigious Adani M2K Oyster Grande offers a luxurious lifestyle for both families and bachelors.Spread across an area of 1699 square feet, this semi-furnished apartment features a garden view, creating a serene and peaceful ambiance. The apartment is located on the 6th floor of a 22-story building, providing breathtaking views of the surroundings.The apartment boasts of various amenities, including a gymnasium, swimming pool, badminton courts, tennis courts, kids play areas, jogging/cycle track, power backup, 24 x 7 security, and a balcony. The project is developed by a reputed builder, ensuring quality construction and thoughtful design.With 3 bedrooms and 3 bathrooms, this apartment offers ample space for a comfortable living. The well-designed floor plan allows for maximum natural light and ventilation, creating a bright and airy atmosphere. The apartment also comes with a parking space for your convenience.Priced at 1.9 crore, this apartment is a perfect investment opportunity for those looking for a luxurious and secured lifestyle in Gurgaon.Dont miss out on this chance to own a home in one of the most sought-after locations."
