,url,id,name,description,gym,swimmingPool,security,garden(Kids Play Areas),Tennis Court,Badminton Court,Squash Court,parking,lift,garden(green areas)
41,https://www.squareyards.com/resale-3-bhk-servant-room-2975-sq-ft-apartment-in-whiteland-the-aspen/5811876,5811876,Whiteland The Aspen,"Introducing a luxurious Flats in Sector 76, Gurgaon, at the prestigious project called Whiteland The Aspen.Situated near the City Center and alongside a wide road, this property offers easy accessibility to various amenities and facilities. Built by a reputed developer, this freehold apartment is located within a gated society, ensuring security and a comfortable living environment. Spread across 2975 square feet, this spacious apartment offers a breathtaking view of the garden. The semi-furnished property features 3 bedrooms, making it ideal for a medium or large-sized family. The 3 bathrooms are designed with modern fixtures and fittings, providing convenience and style. The apartment is located on the 29th floor, offering a stunning panorama of the surroundings. With a total of 29 floors in the building, privacy and exclusivity are paramount here. The amenities provided in this society will appease your lifestyle requirements and add to your refurbished way of living. The complex offers a well-equipped gymnasium, a sparkling swimming pool, badminton and tennis courts for the sports enthusiasts, and kids play areas for your little ones to have a fun-filled time. With the provision of power backup and 24 x 7 security, you can enjoy a hassle-free and secure living experience.Additionally, the clubhouse provides a space for community interactions and recreations. The apartment also boasts a balcony, where you can relax and enjoy the beauty of the surroundings. For your beloved furry companions, there is a dedicated pet area within the complex.The project is well-maintained and offers a variety of indoor games and entertainment options. The residents can socialize and unwind in the lush green areas, or explore the nearby golf course for a leisurely day out.Whiteland The Aspen is also conveniently located near a multiplex, allowing you to enjoy the latest movies without any hassle. With uninterrupted electricity backup and the use of quality tiles, this apartment is built to cater to your comfortable and luxurious living standards.With all these amenities and features, and being in close proximity to the City Center, this apartment is an ideal option for those who value convenience, security, and a premium lifestyle.Secure 2 parking spaces for your vehicles within the premises, further adding to the ease and comfort brought to you by this property.Dont miss this opportunity to own a luxurious apartment in this prime location! Contact us now for more details or to schedule a visit.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
42,https://www.squareyards.com/resale-3-bhk-servant-room-2132-sq-ft-apartment-in-dlf-ultima-phase-ii/5789864,5789864,DLF Ultima Phase II,"Looking for a luxury Flats in the heart of Gurgaon.Look no further! We are delighted to present this exquisite apartment in Sector 81. With its breakthrough price, gated society, and array of amenities, it offers a truly luxurious lifestyle.Spread across 2132 square feet, this semi-furnished apartment is located on a higher floor, giving you a spectacular view of the park from every room. The apartment boasts 3 spacious bedrooms and 4 bathrooms, making it perfect for families of all sizes. You will also benefit from ample parking space with 2 parking spots.The DLF Ultima Phase II project is known for its top-class amenities, ensuring that you have everything you need right at your doorstep. From a fully-equipped gymnasium and a refreshing swimming pool to tennis and badminton courts for sports enthusiasts, this society has it all. The kids will also have their very own play areas, and there is a jogging and cycle track for fitness enthusiasts. Additionally, you can always count on uninterrupted power backup and 24x7 security for your peace of mind.One of the key highlights of this property is its location. With top schools in the vicinity, you can ensure your children receive the best education without having to travel far. The surrounding neighborhood is vibrant and packed with all the essentials, from shopping centers to restaurants and entertainment options.Priced at 2.1 crore, this apartment is an excellent investment opportunity.Dont miss out on the chance to experience a truly luxurious lifestyle in Gurgaon.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
43,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-240-sq-yd-builder-floor-in-ardee-city/5815930,5815930,Ardee City,"Welcome to this prime location builder floor in Sector 52, Gurgaon! The breakthrough price and vastu compliance make this property a must-have for home buyers looking for a perfect blend of affordability and positive energy.With a price of 2.04 Cr, this semi-furnished builder floor spans across an area of 240 square yards.It features 3 spacious bedrooms and 3 bathrooms. The floor is situated on the 2nd floor of a building with a total of 4 floors.One of the highlights of this property is the road view it offers, allowing you to enjoy the scenic vistas from the comfort of your own home. The property also comes with 2 parking spaces, ensuring you and your family have ample space for vehicle parking.The locality is home to renowned schools, ensuring that your children have convenient access to quality education. Along with educational institutions, the area boasts of a well-developed infrastructure, ensuring that all your daily needs can be met effortlessly.This builder floor is a part of the Ardee City project, which offers amenities that enhance your lifestyle.Some of these amenities include a badminton court, squash court, kids play areas, jogging/cycle track, central Wi-Fi, an attached market for convenient shopping, 24 x 7 security for your safety, a clubhouse for recreational activities, high-speed elevators for easy transportation within the building, a pre-school and day-care center for your little ones, a conference room for professional gatherings, and a large green area that promotes a healthy and refreshing environment.Dont miss out on this opportunity to own a builder floor in a prime location at a breakthrough price.",No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
44,https://www.squareyards.com/resale-3-bhk-servant-room-extra-room-1285-sq-ft-apartment-in-ramprastha-city-the-atrium/5792140,5792140,Ramprastha City The Atrium,"Introducing a luxurious and well-maintained Flats in the heart of Gurgaons Sector 37D.This beautiful apartment is located in the prestigious Ramprastha City The Atrium project, offering a breakthrough price for an upscale lifestyle. Spread over 1285 square feet of well-ventilated living space, this spacious apartment boasts 3 bedrooms and 3 bathrooms. The semi-furnished interiors are designed to perfection, ensuring a luxurious and comfortable living experience for you and your family. The apartment offers a panoramic garden view, allowing you to enjoy the serene surroundings from the comfort of your living room or balcony. Whether youre a fitness enthusiast or enjoy recreational activities, the array of amenities in this residential complex will exceed your expectations. Maintain a healthy and active lifestyle with access to a gymnasium, swimming pool, badminton courts, tennis courts, and squash courts. Engage in indoor games, jog or cycle in the dedicated track, and relax in the clubhouse. Your little ones can have a fun-filled time in the kids play areas, and you can rest easy knowing there is round-the-clock security and power backup. Convenience is a top priority at The Atrium, with facilities such as a pre-school, medical facility, day care center, and ATM within the complex. The building is equipped with double-glazed windows, central heating, service elevators, and a 24-hour concierge. Situated in a safe and secure locality, this apartment offers a great choice for families or individuals looking for a home that ticks all the boxes. The apartment is on the 10th floor of a well-maintained tower, providing a serene escape from the hustle and bustle of the city. Priced at 76.5 Lakh, this apartment is a steal considering its size, location, and amenities.Dont miss out on this opportunity of owning your dream home in Gurgaon.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
45,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-2200-sq-ft-builder-floor-in-ansal-esencia/5812214,5812214,Ansal Esencia,"Looking for a spacious and convenient builder floor in Gurgaon.Look no further! We have the perfect property for you in the prime location of Ansal Esencia. This beautiful builder floor offers breakthrough pricing at just 1.85 Cr and is sure to exceed all your expectations.With a vastu compliant design, this semi-furnished builder floor covers an area of 2200 square feet, giving you plenty of room to live and thrive. Situated in a locality that boasts excellent schools in its vicinity, this property is ideal for families.The builder floor is situated on the 3rd floor, providing a stunning park view from its balconies. It features spacious 4 bedrooms and 4 bathrooms, along with a stylishly designed kitchen. Additionally, the floor comes with built-in wardrobes, walk-in closets, and a study room – ensuring ample storage space.This property also offers a range of amenities that will enhance your lifestyle. Our facilities include a gymnasium, swimming pool, kids play areas, jogging / cycle track, and power backup. You can also take advantage of our clubhouse, pre-school, day care center, pet area, and golf course. Moreover, amenities such as a multiplex, visitors parking, high street retail, ATMs, food court, and servant quarters make this property nothing short of extraordinary.Your safety is of utmost importance to us, which is why we provide round-the-clock security services and CCTV surveillance. We also offer maintenance staff, laundry facilities, cleaning services, and a 24-hour concierge service.With intercom connectivity and electricity backup, you can rest assured knowing your needs are met.Dont miss out on this opportunity to own a builder floor with all these incredible features.",Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
46,https://www.squareyards.com/resale-2-bhk-577-sq-ft-apartment-in-signature-orchard-avenue-2/5815011,5815011,Signature Orchard Avenue 2,"Located in the well-maintained and gated society of Signature Orchard Avenue 2, this 2 BHK Flats in Sector 93, Gurgaon is the perfect choice for a family looking for an affordable and safe place to call home.With a carpet area of 577 square feet, this semi-furnished apartment offers a comfortable living space for its residents.The apartment offers a picturesque garden view, allowing residents to enjoy the lush green surroundings right from their balcony. The society also provides a wide range of amenities, including a gymnasium, swimming pool, badminton courts, tennis courts, squash court, kids play areas, jogging/cycle track, power backup, 24 x 7 security, and a clubhouse. Conveniently located on the 7th floor of an 18-floor building, this apartment offers a peaceful and serene living environment. The well-designed floor plan comprises two bedrooms and two bathrooms, perfect for a small family. The apartment also comes with two parking spaces, ensuring that your vehicles are securely parked.Adding to its appeal, this apartment is only 2-4 years old, ensuring that it is in good condition. With a price of 40 lac, this apartment offers great value for money.Dont miss the opportunity to make this beautiful apartment your own and enjoy a comfortable lifestyle in a safe and secure locality.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
47,https://www.squareyards.com/resale-3-5-bhk-study-room-2781-sq-ft-apartment-in-ambience-creacions/5728257,5728257,Ambience Creacions,"Welcome to this magnificent 3.5 bedroom Flats located in Sector 22, Gurgaon.This luxurious property is being sold by a reputed builder and offers a safe and secure locality for you and your loved ones. Spanning over an impressive area of 2781 square feet, this semi-furnished apartment is meticulously designed to provide you a truly luxurious lifestyle. The interiors are thoughtfully crafted, ensuring a perfect balance between style and functionality.The apartment is located on the 7th floor of a total of 18 floors, offering you fabulous views of the golf course. The spacious balcony allows you to soak in the beauty of the surroundings, while the large windows bring in abundant natural light and fresh air.Ambience Creacions, the prestigious project in which this apartment is located, is loaded with world-class amenities to enhance your living experience. Take a refreshing dip in the swimming pool, indulge in a game of tennis at the court, or let your children have their fun in the designated kids play areas. Other amenities include power backup, central Wi-Fi, a restaurant, and 24x7 security with CCTV surveillance to ensure your safety.The apartment offers three elegantly designed bathrooms and a modern kitchen with top-notch tiles. The bedrooms are spacious, providing ample relaxation space. As an added convenience, the apartment comes with one parking space.The overall property age is just 0-1 year, making it a brand new home ready for you to move in. The project is well-maintained and has efficient security staff to keep you and your family safeguarded.With a price of 4.3 Cr, this luxurious apartment is truly a steal.Dont miss this opportunity to elevate your living standards in one of Gurgaons prime localities.",No,Yes,Yes,Yes,Yes,No,No,No,No,No
48,https://www.squareyards.com/resale-3-bhk-1699-sq-ft-apartment-in-adani-m2k-oyster-grande/5789340,5789340,Adani M2K Oyster Grande,"Experience luxury and comfort in this spacious 3 BHK Flats for sale in sector 102, Gurgaon.Situated in a safe and secure locality, this apartment in the prestigious Adani M2K Oyster Grande offers a luxurious lifestyle for both families and bachelors.Spread across an area of 1699 square feet, this semi-furnished apartment features a garden view, creating a serene and peaceful ambiance. The apartment is located on the 6th floor of a 22-story building, providing breathtaking views of the surroundings.The apartment boasts of various amenities, including a gymnasium, swimming pool, badminton courts, tennis courts, kids play areas, jogging/cycle track, power backup, 24 x 7 security, and a balcony. The project is developed by a reputed builder, ensuring quality construction and thoughtful design.With 3 bedrooms and 3 bathrooms, this apartment offers ample space for a comfortable living. The well-designed floor plan allows for maximum natural light and ventilation, creating a bright and airy atmosphere. The apartment also comes with a parking space for your convenience.Priced at 1.9 crore, this apartment is a perfect investment opportunity for those looking for a luxurious and secured lifestyle in Gurgaon.Dont miss out on this chance to own a home in one of the most sought-after locations.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
49,https://www.squareyards.com/resale-3-bhk-servant-room-1852-sq-ft-apartment-in-ireo-the-corridors/5794186,5794186,Ireo The Corridors,"Introducing a stunning Flats for sale in Gurgaons sought-after Sector 67A.Designed by a reputed builder, this property offers tasteful interiors and a comfortable living experience for you and your family.Situated in Ireo The Corridors, this 3 bedroom apartment spans an area of 1852 square feet. The apartment is semi-furnished and has 4 bathrooms, allowing for privacy and convenience. The apartment is located on the 10th floor of an 18-floor building, providing a panoramic view of the surrounding area. The apartment faces the road, ensuring a pleasant and refreshing atmosphere.In addition to the well-designed living space, this apartment offers a range of amenities for residents to enjoy. The amenities include a gymnasium, swimming pool, badminton and tennis courts, kids play areas, and a jogging/cycle track. The property also boasts power backup, an attached market, 24x7 security, and a clubhouse. Convenience is key in this apartment, with several schools in close proximity. Families with children will appreciate the convenience of having quality educational institutes nearby.This property is available for sale at the price of 1.82 crore, making it a great opportunity for aspiring homeowners. The apartment is only 2-4 years old, ensuring a modern and well-maintained living space.Dont miss the chance to own this apartment in one of Gurgaons prime locations.With its desirable features, amenities, and location, this property is a true gem in the real estate market.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
50,https://www.squareyards.com/resale-3-bhk-1930-sq-ft-apartment-in-dlf-the-skycourt/5801232,5801232,DLF The Skycourt,"Welcome to this stunning 3 BHK Flats in the heart of Sector 86, Gurgaon.Situated in one of the most sought-after residential projects, DLF The Skycourt, this apartment offers a perfect blend of luxury and comfort.With a spacious area of 1930 square feet, this semi-furnished apartment provides ample space for you and your family. The apartment is adorned with a beautiful garden view, allowing you to revel in the tranquility and serenity of nature right from the comfort of your home.The amenities provided in this project are nothing short of exceptional. Whether you want to stay fit in the well-equipped gymnasium or take a refreshing dip in the swimming pool, this project has it all. Additionally, the complex has multiple badminton and tennis courts, giving you plenty of options for recreational activities. The kids play areas and jogging or cycle track ensure that theres never a dull moment for your children.The apartment comes with 3 bedrooms and 3 bathrooms, ensuring privacy and convenience for all family members. It also comes with 2 convenient parking spaces. The apartment is well-ventilated and receives abundant natural light, lending it an aura of positivity.DLF The Skycourt is a premium residential project that is known for its security features. With round-the-clock security and power backup, you can rest assured knowing that you and your loved ones are safe and protected.This apartment is situated on the 10th floor of a 19-floor building, providing you with breathtaking views from the high elevation. The project is strategically located, with easy access to schools, hospitals, shopping centers, and other essential amenities.Priced at 1.7 Crore, this apartment is an excellent investment opportunity for homebuyers looking for a luxurious and spacious home.Dont miss out on the chance to own this impeccable apartment in Sector 86, Gurgaon.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
51,https://www.squareyards.com/resale-2-bhk-569-sq-ft-apartment-in-signature-global-the-roselia/5726306,5726306,Signature Global The Roselia,"Welcome to this beautifully furnished 2 BHK Flats located in the prime location of Sector 95A, Gurgaon.This apartment is part of the esteemed Signature Global The Roselia project and is available for sale. The apartment is situated in a gated society, ensuring a safe and secure locality for a peaceful living experience.Spanning across an area of 569 square feet, this apartment offers ample living space for small families. The apartment is facing the serene garden view, allowing you to enjoy the beauty of nature while relaxing at home.Priced at 38 Lac, this apartment provides an affordable option for buyers looking for a comfortable and stylish living space. The apartment is fully furnished, assuring convenience and ease of moving-in for the new owners.In terms of amenities, residents of this apartment will have access to a range of facilities that promote a healthy and active lifestyle. These include a gymnasium, swimming pool, badminton courts, tennis courts, kids play areas, and a jogging/cycle track. There is also a power backup, ensuring uninterrupted electricity supply, and 24 x 7 security to ensure your safety at all times. For social gatherings and entertainment purposes, a clubhouse is also available within the society.The apartment is located on the 6th floor of a total of 14 floors, providing a scenic view of the surroundings. With 1 dedicated parking space, you dont have to worry about finding parking for your vehicle.With an age of 2-4 years, this apartment is well-maintained and move-in ready. It offers a comfortable and convenient living experience, making it an ideal choice for families or individuals looking for a home to settle down in the bustling city of Gurgaon.Dont miss the opportunity to make this beautiful and affordable apartment your own.Contact us now for more information or to schedule a visit.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
52,https://www.squareyards.com/resale-3-bhk-pooja-room-servant-room-extra-room-2985-sq-ft-apartment-in-mahindra-luminare/5796322,5796322,Mahindra Luminare,"Introducing a luxurious Flats for sale in the prime location of Sector 59, Gurgaon.This spacious 3-bedroom apartment in Mahindra Luminare offers a comfortable and stylish living experience for your family. Built by a reputed builder, this apartment is situated in a safe and secure locality, ensuring peace of mind for you and your loved ones. The apartment is situated on the 16th floor of a 35-floor building, and it provides a stunning garden view from the balcony.Spread across an area of 2985 square feet, this semi-furnished apartment boasts an elegant and modern design. The bedrooms are spacious and offer ample natural light, creating a soothing and relaxing ambiance. The apartment also includes 5 bathrooms, ensuring convenience for every member of the family.In terms of amenities, Mahindra Luminare offers an array of options to cater to your lifestyle needs. From a well-equipped gymnasium and swimming pool, to badminton and tennis courts, there is something for fitness enthusiasts and sports lovers. For children, there are dedicated play areas and a jogging/cycle track to keep them active and entertained.The apartment is furnished with home automation features, ensuring convenience and comfort at your fingertips. You can control the lighting, air conditioning, and various other aspects of your home with ease. With 24x7 security and power backup, you can rest assured knowing that you and your family will be safe and secure in this gated community. Moreover, the central AC system further enhances the comfort of living in this apartment.There are two assigned parking spaces for your vehicles, eliminating any worries about parking in a densely populated area. The location of the property is conveniently close to various amenities and facilities, including a restaurant within the premises. You can enjoy delicious meals without even stepping out of the complex.Priced at 5.75 crores, this apartment offers a luxurious and comfortable lifestyle in one of the most sought-after locations in Gurgaon.Dont miss out on this opportunity to own a piece of elegance and luxury.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
53,https://www.squareyards.com/resale-2-bhk-1351-sq-ft-apartment-in-godrej-aria/5762417,5762417,Godrej Aria,"This 2 BHK Flats located in the serene Sector 79 of Gurgaon is a perfect investment for those seeking a peaceful yet conveniently located property.Boasting a spacious area of 1351 square feet, this semi-furnished apartment in the Godrej Aria project offers a comfortable and luxurious living space. One of the major highlights of this property is its close proximity to various reputed schools in the vicinity, making it an ideal choice for families with children. Additionally, the apartment is nestled in a safe and secure locality, ensuring a peaceful and secure environment for residents. Commuting is a breeze with the city center located nearby, allowing easy access to all the essential amenities and facilities. The wide roads surrounding the area enhance the convenience factor, making it easy for residents to travel effortlessly.The apartment offers a refreshing garden view, giving you a tranquil ambience to relax and unwind in. The project also provides a range of modern amenities such as a gymnasium, swimming pool, badminton and tennis courts, squash court, kids play areas, jogging and cycling tracks, power backup, and round-the-clock security. With a floor number of 8 in a total of 14 floors, the apartment offers a great view and ample natural light. The property is less than a year old, ensuring a modern and well-maintained living space for the tenants. Additionally, the apartment comes with a dedicated parking space, taking away the hassle of searching for parking when you come back home. The price for this property is available on request, offering you flexibility in terms of negotiation.Dont miss out on this opportunity to own a dream home in a prime location.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
54,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-192-sq-yd-builder-floor-in-vipul-trade-centre/5809506,5809506,Vipul Trade Centre,"Welcome to this exquisite builder floor for sale in Sector 48, Gurgaon.The property is located in a renowned locality and offers a tastefully designed interior that will surely impress even the most discerning home seeker.This property comes with 4 spacious bedrooms and 3 well-appointed bathrooms, making it perfect for a growing family. The floor is furnished and ready to move in, so you can start enjoying your new home right away. The interiors have been crafted with utmost care by a reputed builder, ensuring a high-quality finish throughout.One of the standout features of this property is its location, with several top schools in the vicinity. This makes it an ideal choice for families with children, as they can avail of a great education without having to travel far.The floor is situated on the first floor of a 4-storey building, offering a fantastic view of the road. It also comes with amenities such as a gymnasium, power backup, central Wi-Fi, restaurant, 24x7 security, and balcony. Youll also find high-speed elevators and a conference room to cater to your daily needs.For those who enjoy a healthy lifestyle, this property offers a private gym, pet area, and a golf course nearby. Need a space to work or study.Look no further as this floor comes with a study room and a servant quarter for your convenience.With a price tag of 1.75 Cr, this property is a great opportunity for anyone looking for a spacious and luxurious home in Gurgaon.",Yes,No,Yes,No,No,No,No,No,No,No
55,https://www.squareyards.com/resale-3-bhk-1850-sq-ft-apartment-in-emaar-palm-gardens/5783762,5783762,Emaar Palm Gardens,"Welcome to this luxurious Flats in Sector 83, Gurgaon, a stones throw away from the bustling City Center.The property, located in a gated society, offers a freehold ownership ensuring peace of mind. Spread over a spacious area of 1850 square feet, this well-maintained apartment provides residents with a lavish and comfortable lifestyle. The semi-furnished unit boasts 3 bedrooms and 4 bathrooms, perfect for a growing family. With a beautiful road view, you can wake up every morning to a refreshing and vibrant ambiance. Emaar Palm Gardens, the project this apartment is part of, offers a range of amenities designed to cater to your every need. From the state-of-the-art gymnasium to the refreshing swimming pool, there is something for everyone to enjoy. The kids play areas and jogging/cycle track provide a perfect opportunity for families to bond and stay healthy together. Other amenities include a badminton court, 24 x 7 security, power backup, and a clubhouse where you can immerse yourself in various recreational activities. The apartment is ideally located on the 9th floor of a 15-story building, ensuring beautiful views and privacy. It comes with one parking space to accommodate your vehicle conveniently. The property is approximately 2-4 years old, which means you can move in without any hassle or concerns about construction. Priced at 1.7 Crore, this apartment presents an excellent investment opportunity for those seeking a modern, comfortable, and luxurious living experience in the heart of Gurgaon.Dont miss the chance to make this exquisite piece of real estate your dream home.",Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
56,https://www.squareyards.com/resale-3-5-bhk-extra-room-2149-sq-ft-apartment-in-conscient-heritage-max/5709482,5709482,Conscient Heritage Max,"Introducing a luxurious 3.5 BHK Flats for sale in the prestigious Conscient Heritage Max project, located in Sector 102, Gurgaon.This semi-furnished apartment offers a spacious living area of 2149 square feet, perfect for those looking for a comfortable yet opulent lifestyle.The apartment features a beautiful garden view, which provides a soothing and refreshing ambiance. The well-designed layout of the apartment ensures ample natural light and cross ventilation throughout the day, creating a pleasant and healthy living environment.Step inside this magnificent abode, and you will be greeted by a spacious living area that seamlessly blends with the dining space, creating an ideal setting for entertaining guests or spending quality time with your loved ones. The sleek and modern interiors complement the overall sophisticated design of the apartment.The apartment boasts a well-equipped kitchen that is sure to delight any aspiring chef. The semi-furnished unit also includes 3 well-appointed bedrooms, furnished with ample storage space, where you can unwind and relax after a long day. Additionally, there are 3 lavish bathrooms and a parking space to cater to your convenience.Residing in this breathtaking apartment grants you access to a wide range of extravagant amenities, such as a gymnasium, swimming pool, badminton courts, tennis courts, squash court, kids play areas, jogging/cycle track, power backup, 24x7 security, and a clubhouse. These amenities have been thoughtfully provided to ensure that your every need and desire is taken care of.With a central location in Sector 102, Gurgaon, this apartment offers easy access to schools, hospitals, shopping centers, and entertainment hubs, providing a convenient lifestyle for you and your family.All of this can be yours at an incredible price of 2.1 crore. Dont miss out on the chance to own this luxurious apartment in the sought-after location of Sector 102, Gurgaon.Experience unparalleled comfort, style, and convenience right at your doorstep.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
57,https://www.squareyards.com/resale-4-bhk-2450-sq-ft-apartment-in-hero-homes-gurgaon/5803043,5803043,Hero Homes Gurgaon,"Introducing Hero Homes Gurgaon, a spectacular 4 BHK Flats for sale in Sector 104, Gurgaon.This spacious apartment spans across an area of 2450 square feet and comes semi-furnished with elegant interiors. With a prime location, wide roads, and a peaceful vicinity, this property is perfect for those who seek luxury and tranquility.This apartment is crafted by a reputed builder, ensuring top-notch quality and attention to detail. It is designed to meet the modern needs and desires of homeowners. The apartment is equipped with cutting-edge amenities, such as a gymnasium, swimming pool, badminton courts, tennis courts, and a squash court, fulfilling the active lifestyle of residents.For recreation and entertainment, the apartment offers kids play areas, a jogging/cycle track, and indoor games facilities. It also features a clubhouse, where residents can socialize and unwind. The apartment is designed to provide ultimate comfort and convenience with amenities like power backup, central AC, central Wi-Fi, and high-speed elevators.The apartment includes a balcony that lets you enjoy refreshing views of the surroundings. It also comes with 24 x 7 security, ensuring the safety of the residents. The attached market and a restaurant within the premises add further convenience to daily life. The apartment comes with home automation features, allowing you to control various aspects of your home with ease.Located in Sector 104, Gurgaon, this property offers excellent connectivity and accessibility to nearby schools, making it an ideal choice for families. With plenty of green spaces and a pet-friendly area, this home ensures a nurturing environment for all.This apartment is priced at a competitive rate, and the actual price can be provided upon request. With a property age of 0-1 year, this apartment is as good as new. This home is equipped with 2 parking spaces, providing ample room for your vehicles.Do not miss out on this fantastic opportunity to own a luxurious and spacious 4 BHK apartment in the heart of Gurgaon.Contact us now for more details and to book a site visit.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
58,https://www.squareyards.com/resale-5-bhk-servant-room-3830-sq-ft-apartment-in-indiabulls-enigma/5807396,5807396,Indiabulls Enigma,"Discover your dream home at an unbeatable price in the prime location of Sector 110, Gurgaon.This luxurious Flats in the gated society of Indiabulls Enigma offers an unmatched combination of elegance and convenience. The well-ventilated space and peaceful vicinity ensure a tranquil living experience.Spread across a spacious 3830 square feet, this unfurnished apartment boasts 5 bedrooms and 5 bathrooms, making it the perfect abode for a large family. Wake up to breathtaking park views every morning and enjoy the various amenities at your disposal, including a gymnasium, swimming pool, tennis courts, squash court, and kids play areas.Stay active and live a healthy lifestyle with the jogging and cycle track encircling the society. With power backup and round-the-clock security, your safety and comfort are guaranteed. The clubhouse provides a platform for social gatherings and community events.The apartment is situated on the 1st floor of a 19-floor building with 2 parking spaces, allowing for convenience and ease of access. At just 2-4 years old, the property age signifies the relatively new and well-maintained condition.The undisputed highlight of this property is the breakthrough price of 4.5 Cr, offering remarkable value for money. Dont miss out on the opportunity to acquire this exceptional treasure in the real estate market.Experience the epitome of elegance and elevate your lifestyle in this luxurious apartment.",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
59,https://www.squareyards.com/resale-2-5-bhk-pooja-room-1350-sq-ft-apartment-in-vatika-xpressions/5795431,5795431,Vatika Xpressions,"Introducing an exquisite 2.5 BHK Flats situated in the thriving locality of Sector 88B, Gurgaon.This fabulous property is part of the renowned Vatika Xpressions project developed by a reputed builder. Spread across a spacious area of 1350 square feet, this well-appointed apartment offers a luxurious lifestyle with its attractive features. The apartment is beautifully designed and semi-furnished to match the modern aesthetic preferences. Enjoy the serene and park view from the apartment, offering a peaceful and calm environment. The apartment is on the second floor of a total of three floors, providing a comfortable living space away from the hustle and bustle of the city.This apartment brings with it a plethora of amenities that include a gymnasium, swimming pool, badminton courts, tennis courts, kids play areas, and a jogging/cycle track. It also offers power backup, ensuring uninterrupted electricity supply. Savor delectable meals at the in-house restaurant, and enjoy round-the-clock security for a worry-free living experience. The clubhouse is perfect for hosting events and gatherings, and the balcony provides a relaxing space to unwind after a long day.Other convenient facilities within the complex include a pre-school, medical facility, concierge desk, visitors parking, and high street retail outlets, ensuring a comfortable and hassle-free lifestyle.Priced at 1.14 crore, this apartment presents an excellent investment opportunity in the booming real estate market of Gurgaon. Its prime location, along with the wide road in proximity, adds value to the property and guarantees future growth prospects.Secure your dream home today and indulge in a luxury lifestyle that Vatika Xpressions has to offer.Contact us now for more information and to book a site visit.",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
60,https://www.squareyards.com/resale-2-bhk-569-sq-ft-apartment-in-signature-global-the-roselia/5743904,5743904,Signature Global The Roselia,"Looking for a gated society in a safe and secure locality for your family.This 2BHK Flats in Sector 95A, Gurgaon is the perfect fit for you. With a well-maintained society and affordable price of 42 lac, this apartment is a great investment opportunity.Spread across an area of 569 square feet, this apartment offers a beautiful garden view from its 6th floor. The apartment comes fully furnished with 2 bedrooms and 2 bathrooms, providing ample space for your familys needs. It also comes with a dedicated parking space for your convenience.Located in the prestigious Signature Global The Roselia project, this apartment offers a range of amenities for you to enjoy. From a gymnasium and swimming pool to badminton and tennis courts, this society has it all. There are also kids play areas, a jogging/cycle track, power backup, and 24x7 security to ensure your safety and wellbeing. The clubhouse is the perfect place to hang out with friends and family.With a property age of 2-4 years, this apartment has been well-maintained and is ready to move in.The total floor count of the building is 20, ensuring a peaceful and spacious living environment.Dont miss this opportunity to own a home in this wonderful society.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
